YEAR,WEATHER_CONDITION,PRIM_CONTRIBUTORY_CAUSE,COUNT
2018,RAIN,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",26
2018,RAIN,EXCEEDING AUTHORIZED SPEED LIMIT,83
2018,RAIN,EXCEEDING SAFE SPEED FOR CONDITIONS,217
2018,RAIN,FAILING TO REDUCE SPEED TO AVOID CRASH,538
2018,RAIN,FAILING TO YIELD RIGHT-OF-WAY,1346
2018,RAIN,FOLLOWING TOO CLOSELY,1164
2018,RAIN,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),11
2018,RAIN,IMPROPER BACKING,348
2018,RAIN,IMPROPER LANE USAGE,396
2018,RAIN,IMPROPER OVERTAKING/PASSING,429
2018,RAIN,IMPROPER TURNING/NO SIGNAL,388
2018,RAIN,NOT APPLICABLE,433
2018,RAIN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",114
2018,RAIN,PASSING STOPPED SCHOOL BUS,2
2018,RAIN,PHYSICAL CONDITION OF DRIVER,57
2018,RAIN,ROAD CONSTRUCTION/MAINTENANCE,31
2018,RAIN,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,35
2018,RAIN,TEXTING,6
2018,RAIN,TURNING RIGHT ON RED,5
2018,RAIN,UNABLE TO DETERMINE,3196
2018,RAIN,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),69
2018,RAIN,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",73
2018,RAIN,WEATHER,705
2018,SEVERE CROSS WIND GATE,DISTRACTION - FROM OUTSIDE VEHICLE,1
2018,SEVERE CROSS WIND GATE,FOLLOWING TOO CLOSELY,1
2018,SEVERE CROSS WIND GATE,IMPROPER LANE USAGE,1
2018,SEVERE CROSS WIND GATE,UNABLE TO DETERMINE,3
2018,SEVERE CROSS WIND GATE,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",1
2018,SEVERE CROSS WIND GATE,WEATHER,3
2018,SLEET/HAIL,ANIMAL,2
2018,SLEET/HAIL,DISREGARDING OTHER TRAFFIC SIGNS,1
2018,SLEET/HAIL,DISREGARDING STOP SIGN,4
2018,SLEET/HAIL,DISREGARDING TRAFFIC SIGNALS,5
2018,SLEET/HAIL,DISTRACTION - FROM INSIDE VEHICLE,1
2018,SLEET/HAIL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4
2018,SLEET/HAIL,EQUIPMENT - VEHICLE CONDITION,2
2018,SLEET/HAIL,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",2
2018,SLEET/HAIL,EXCEEDING SAFE SPEED FOR CONDITIONS,8
2018,SLEET/HAIL,FAILING TO REDUCE SPEED TO AVOID CRASH,8
2018,SLEET/HAIL,FAILING TO YIELD RIGHT-OF-WAY,27
2018,SLEET/HAIL,FOLLOWING TOO CLOSELY,19
2018,SLEET/HAIL,IMPROPER BACKING,3
2018,SLEET/HAIL,IMPROPER LANE USAGE,2
2018,SLEET/HAIL,IMPROPER OVERTAKING/PASSING,3
2018,SLEET/HAIL,IMPROPER TURNING/NO SIGNAL,5
2018,SLEET/HAIL,NOT APPLICABLE,2
2018,SLEET/HAIL,PHYSICAL CONDITION OF DRIVER,1
2018,SLEET/HAIL,ROAD CONSTRUCTION/MAINTENANCE,1
2018,SLEET/HAIL,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,2
2018,SLEET/HAIL,UNABLE TO DETERMINE,52
2018,SLEET/HAIL,WEATHER,36
2018,SNOW,ANIMAL,4
2018,SNOW,CELL PHONE USE OTHER THAN TEXTING,4
2018,SNOW,DISREGARDING OTHER TRAFFIC SIGNS,12
2018,SNOW,DISREGARDING ROAD MARKINGS,5
2018,SNOW,DISREGARDING STOP SIGN,52
2018,SNOW,DISREGARDING TRAFFIC SIGNALS,86
2018,SNOW,DISREGARDING YIELD SIGN,3
2018,SNOW,DISTRACTION - FROM INSIDE VEHICLE,9
2018,SNOW,DISTRACTION - FROM OUTSIDE VEHICLE,14
2018,SNOW,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",1
2018,SNOW,DRIVING ON WRONG SIDE/WRONG WAY,21
2018,SNOW,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,93
2018,SNOW,EQUIPMENT - VEHICLE CONDITION,15
2018,SNOW,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",3
2018,SNOW,EXCEEDING AUTHORIZED SPEED LIMIT,41
2018,SNOW,EXCEEDING SAFE SPEED FOR CONDITIONS,115
2018,SNOW,FAILING TO REDUCE SPEED TO AVOID CRASH,207
2018,SNOW,FAILING TO YIELD RIGHT-OF-WAY,416
2018,SNOW,FOLLOWING TOO CLOSELY,415
2018,SNOW,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),3
2018,SNOW,IMPROPER BACKING,152
2018,SNOW,IMPROPER LANE USAGE,105
2018,SNOW,IMPROPER OVERTAKING/PASSING,132
2018,SNOW,IMPROPER TURNING/NO SIGNAL,102
2018,SNOW,MOTORCYCLE ADVANCING LEGALLY ON RED LIGHT,1
2018,SNOW,NOT APPLICABLE,211
2018,SNOW,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",49
2018,SNOW,PASSING STOPPED SCHOOL BUS,2
2018,SNOW,PHYSICAL CONDITION OF DRIVER,16
2018,SNOW,ROAD CONSTRUCTION/MAINTENANCE,6
2018,SNOW,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,9
2018,SNOW,TEXTING,1
2018,SNOW,TURNING RIGHT ON RED,2
2018,SNOW,UNABLE TO DETERMINE,1379
2018,SNOW,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),30
2018,SNOW,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",27
2018,SNOW,WEATHER,841
2018,UNKNOWN,ANIMAL,1
2018,UNKNOWN,CELL PHONE USE OTHER THAN TEXTING,3
2018,UNKNOWN,DISREGARDING OTHER TRAFFIC SIGNS,2
2018,UNKNOWN,DISREGARDING ROAD MARKINGS,2
2018,UNKNOWN,DISREGARDING STOP SIGN,19
2018,UNKNOWN,DISREGARDING TRAFFIC SIGNALS,29
2018,UNKNOWN,DISREGARDING YIELD SIGN,3
2018,UNKNOWN,DISTRACTION - FROM INSIDE VEHICLE,5
2018,UNKNOWN,DISTRACTION - FROM OUTSIDE VEHICLE,6
2018,UNKNOWN,DRIVING ON WRONG SIDE/WRONG WAY,12
2018,UNKNOWN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,112
2018,UNKNOWN,EQUIPMENT - VEHICLE CONDITION,9
2018,UNKNOWN,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",3
2018,UNKNOWN,EXCEEDING AUTHORIZED SPEED LIMIT,13
2018,UNKNOWN,EXCEEDING SAFE SPEED FOR CONDITIONS,9
2018,UNKNOWN,FAILING TO REDUCE SPEED TO AVOID CRASH,112
2018,UNKNOWN,FAILING TO YIELD RIGHT-OF-WAY,185
2018,UNKNOWN,FOLLOWING TOO CLOSELY,189
2018,UNKNOWN,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),7
2018,UNKNOWN,IMPROPER BACKING,146
2018,UNKNOWN,IMPROPER LANE USAGE,93
2018,UNKNOWN,IMPROPER OVERTAKING/PASSING,119
2018,UNKNOWN,IMPROPER TURNING/NO SIGNAL,87
2018,UNKNOWN,MOTORCYCLE ADVANCING LEGALLY ON RED LIGHT,1
2018,UNKNOWN,NOT APPLICABLE,416
2018,UNKNOWN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",25
2018,UNKNOWN,PHYSICAL CONDITION OF DRIVER,6
2018,UNKNOWN,ROAD CONSTRUCTION/MAINTENANCE,11
2018,UNKNOWN,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,20
2018,UNKNOWN,TEXTING,3
2018,UNKNOWN,TURNING RIGHT ON RED,2
2018,UNKNOWN,UNABLE TO DETERMINE,3029
2018,UNKNOWN,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),2
2018,UNKNOWN,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",5
2018,UNKNOWN,WEATHER,9
2019,BLOWING SNOW,DISREGARDING TRAFFIC SIGNALS,1
2019,BLOWING SNOW,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2
2019,BLOWING SNOW,FAILING TO REDUCE SPEED TO AVOID CRASH,2
2019,BLOWING SNOW,FAILING TO YIELD RIGHT-OF-WAY,1
2019,BLOWING SNOW,FOLLOWING TOO CLOSELY,4
2019,BLOWING SNOW,NOT APPLICABLE,2
2019,BLOWING SNOW,UNABLE TO DETERMINE,8
2019,BLOWING SNOW,WEATHER,3
2019,CLEAR,ANIMAL,90
2019,CLEAR,BICYCLE ADVANCING LEGALLY ON RED LIGHT,7
2019,CLEAR,CELL PHONE USE OTHER THAN TEXTING,152
2019,CLEAR,DISREGARDING OTHER TRAFFIC SIGNS,199
2019,CLEAR,DISREGARDING ROAD MARKINGS,140
2019,CLEAR,DISREGARDING STOP SIGN,1047
2019,CLEAR,DISREGARDING TRAFFIC SIGNALS,1632
2019,CLEAR,DISREGARDING YIELD SIGN,33
2019,CLEAR,DISTRACTION - FROM INSIDE VEHICLE,715
2019,CLEAR,DISTRACTION - FROM OUTSIDE VEHICLE,424
2019,CLEAR,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",60
2019,CLEAR,DRIVING ON WRONG SIDE/WRONG WAY,443
2019,CLEAR,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2812
2019,CLEAR,EQUIPMENT - VEHICLE CONDITION,610
2019,CLEAR,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",144
2019,CLEAR,EXCEEDING AUTHORIZED SPEED LIMIT,161
2019,CLEAR,EXCEEDING SAFE SPEED FOR CONDITIONS,97
2019,CLEAR,FAILING TO REDUCE SPEED TO AVOID CRASH,4253
2019,CLEAR,FAILING TO YIELD RIGHT-OF-WAY,10266
2019,CLEAR,FOLLOWING TOO CLOSELY,9631
2019,CLEAR,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),94
2019,CLEAR,IMPROPER BACKING,4152
2019,CLEAR,IMPROPER LANE USAGE,3639
2019,CLEAR,IMPROPER OVERTAKING/PASSING,4632
2019,CLEAR,IMPROPER TURNING/NO SIGNAL,3312
2019,CLEAR,MOTORCYCLE ADVANCING LEGALLY ON RED LIGHT,4
2019,CLEAR,NOT APPLICABLE,5284
2019,CLEAR,OBSTRUCTED CROSSWALKS,15
2019,CLEAR,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1127
2019,CLEAR,PASSING STOPPED SCHOOL BUS,17
2019,CLEAR,PHYSICAL CONDITION OF DRIVER,587
2019,CLEAR,RELATED TO BUS STOP,69
2019,CLEAR,ROAD CONSTRUCTION/MAINTENANCE,258
2019,CLEAR,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,345
2019,CLEAR,TEXTING,43
2019,CLEAR,TURNING RIGHT ON RED,58
2019,CLEAR,UNABLE TO DETERMINE,32680
2019,CLEAR,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),590
2019,CLEAR,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",580
2019,CLEAR,WEATHER,324
2019,CLOUDY/OVERCAST,ANIMAL,3
2019,CLOUDY/OVERCAST,CELL PHONE USE OTHER THAN TEXTING,7
2019,CLOUDY/OVERCAST,DISREGARDING OTHER TRAFFIC SIGNS,10
2019,CLOUDY/OVERCAST,DISREGARDING ROAD MARKINGS,11
2019,CLOUDY/OVERCAST,DISREGARDING STOP SIGN,33
2019,CLOUDY/OVERCAST,DISREGARDING TRAFFIC SIGNALS,72
2019,CLOUDY/OVERCAST,DISTRACTION - FROM INSIDE VEHICLE,37
2019,CLOUDY/OVERCAST,DISTRACTION - FROM OUTSIDE VEHICLE,21
2019,CLOUDY/OVERCAST,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",1
2019,CLOUDY/OVERCAST,DRIVING ON WRONG SIDE/WRONG WAY,16
2019,CLOUDY/OVERCAST,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,158
2019,CLOUDY/OVERCAST,EQUIPMENT - VEHICLE CONDITION,43
2019,CLOUDY/OVERCAST,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",15
2019,CLOUDY/OVERCAST,EXCEEDING AUTHORIZED SPEED LIMIT,14
2019,CLOUDY/OVERCAST,EXCEEDING SAFE SPEED FOR CONDITIONS,13
2019,CLOUDY/OVERCAST,FAILING TO REDUCE SPEED TO AVOID CRASH,210
2019,CLOUDY/OVERCAST,FAILING TO YIELD RIGHT-OF-WAY,502
2019,CLOUDY/OVERCAST,FOLLOWING TOO CLOSELY,409
2019,CLOUDY/OVERCAST,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),2
2019,CLOUDY/OVERCAST,IMPROPER BACKING,170
2019,CLOUDY/OVERCAST,IMPROPER LANE USAGE,165
2019,CLOUDY/OVERCAST,IMPROPER OVERTAKING/PASSING,201
2019,CLOUDY/OVERCAST,IMPROPER TURNING/NO SIGNAL,164
2019,CLOUDY/OVERCAST,NOT APPLICABLE,96
2019,CLOUDY/OVERCAST,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",72
2019,CLOUDY/OVERCAST,PASSING STOPPED SCHOOL BUS,1
2019,CLOUDY/OVERCAST,PHYSICAL CONDITION OF DRIVER,21
2019,CLOUDY/OVERCAST,RELATED TO BUS STOP,1
2019,CLOUDY/OVERCAST,ROAD CONSTRUCTION/MAINTENANCE,4
2019,CLOUDY/OVERCAST,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,13
2019,CLOUDY/OVERCAST,TEXTING,1
2019,CLOUDY/OVERCAST,TURNING RIGHT ON RED,3
2019,CLOUDY/OVERCAST,UNABLE TO DETERMINE,1220
2019,CLOUDY/OVERCAST,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),10
2019,CLOUDY/OVERCAST,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",38
2019,CLOUDY/OVERCAST,WEATHER,53
2019,FOG/SMOKE/HAZE,BICYCLE ADVANCING LEGALLY ON RED LIGHT,1
2019,FOG/SMOKE/HAZE,DISREGARDING STOP SIGN,3
2019,FOG/SMOKE/HAZE,DISREGARDING TRAFFIC SIGNALS,1
2019,FOG/SMOKE/HAZE,DISTRACTION - FROM INSIDE VEHICLE,1
2019,FOG/SMOKE/HAZE,DISTRACTION - FROM OUTSIDE VEHICLE,1
2019,FOG/SMOKE/HAZE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3
2019,FOG/SMOKE/HAZE,EQUIPMENT - VEHICLE CONDITION,2
2019,FOG/SMOKE/HAZE,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",1
2019,FOG/SMOKE/HAZE,FAILING TO REDUCE SPEED TO AVOID CRASH,8
2019,FOG/SMOKE/HAZE,FAILING TO YIELD RIGHT-OF-WAY,16
2019,FOG/SMOKE/HAZE,FOLLOWING TOO CLOSELY,13
2019,FOG/SMOKE/HAZE,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1
2019,FOG/SMOKE/HAZE,IMPROPER BACKING,6
2019,FOG/SMOKE/HAZE,IMPROPER LANE USAGE,4
2019,FOG/SMOKE/HAZE,IMPROPER OVERTAKING/PASSING,3
2019,FOG/SMOKE/HAZE,IMPROPER TURNING/NO SIGNAL,6
2019,FOG/SMOKE/HAZE,NOT APPLICABLE,6
2019,FOG/SMOKE/HAZE,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",4
2019,FOG/SMOKE/HAZE,PHYSICAL CONDITION OF DRIVER,2
2019,FOG/SMOKE/HAZE,UNABLE TO DETERMINE,63
2019,FOG/SMOKE/HAZE,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1
2019,FOG/SMOKE/HAZE,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2
2019,FOG/SMOKE/HAZE,WEATHER,8
2019,FREEZING RAIN/DRIZZLE,DISREGARDING STOP SIGN,1
2019,FREEZING RAIN/DRIZZLE,DISREGARDING TRAFFIC SIGNALS,5
2019,FREEZING RAIN/DRIZZLE,DISTRACTION - FROM INSIDE VEHICLE,3
2019,FREEZING RAIN/DRIZZLE,DRIVING ON WRONG SIDE/WRONG WAY,1
2019,FREEZING RAIN/DRIZZLE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,9
2019,FREEZING RAIN/DRIZZLE,EQUIPMENT - VEHICLE CONDITION,1
2019,FREEZING RAIN/DRIZZLE,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",1
2019,FREEZING RAIN/DRIZZLE,FAILING TO REDUCE SPEED TO AVOID CRASH,11
2019,FREEZING RAIN/DRIZZLE,FAILING TO YIELD RIGHT-OF-WAY,13
2019,FREEZING RAIN/DRIZZLE,FOLLOWING TOO CLOSELY,21
2019,FREEZING RAIN/DRIZZLE,IMPROPER BACKING,8
2019,FREEZING RAIN/DRIZZLE,IMPROPER LANE USAGE,7
2019,FREEZING RAIN/DRIZZLE,IMPROPER OVERTAKING/PASSING,6
2019,FREEZING RAIN/DRIZZLE,IMPROPER TURNING/NO SIGNAL,7
2019,FREEZING RAIN/DRIZZLE,NOT APPLICABLE,17
2019,FREEZING RAIN/DRIZZLE,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",3
2019,FREEZING RAIN/DRIZZLE,UNABLE TO DETERMINE,70
2019,FREEZING RAIN/DRIZZLE,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),2
2019,FREEZING RAIN/DRIZZLE,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",1
2019,FREEZING RAIN/DRIZZLE,WEATHER,11
2019,OTHER,ANIMAL,1
2019,OTHER,DISREGARDING OTHER TRAFFIC SIGNS,1
2019,OTHER,DISREGARDING STOP SIGN,6
2019,OTHER,DISREGARDING TRAFFIC SIGNALS,8
2019,OTHER,DISTRACTION - FROM INSIDE VEHICLE,4
2019,OTHER,DISTRACTION - FROM OUTSIDE VEHICLE,1
2019,OTHER,DRIVING ON WRONG SIDE/WRONG WAY,2
2019,OTHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,11
2019,OTHER,EQUIPMENT - VEHICLE CONDITION,4
2019,OTHER,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",1
2019,OTHER,EXCEEDING AUTHORIZED SPEED LIMIT,4
2019,OTHER,EXCEEDING SAFE SPEED FOR CONDITIONS,4
2019,OTHER,FAILING TO REDUCE SPEED TO AVOID CRASH,14
2019,OTHER,FAILING TO YIELD RIGHT-OF-WAY,36
2019,OTHER,FOLLOWING TOO CLOSELY,27
2019,OTHER,IMPROPER BACKING,19
2019,OTHER,IMPROPER LANE USAGE,9
2019,OTHER,IMPROPER OVERTAKING/PASSING,17
2019,OTHER,IMPROPER TURNING/NO SIGNAL,6
2019,OTHER,NOT APPLICABLE,41
2019,OTHER,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",12
2019,OTHER,PHYSICAL CONDITION OF DRIVER,3
2019,OTHER,RELATED TO BUS STOP,1
2019,OTHER,ROAD CONSTRUCTION/MAINTENANCE,3
2019,OTHER,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,1
2019,OTHER,UNABLE TO DETERMINE,135
2019,OTHER,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",8
2019,OTHER,WEATHER,56
2019,RAIN,ANIMAL,9
2019,RAIN,BICYCLE ADVANCING LEGALLY ON RED LIGHT,1
2019,RAIN,CELL PHONE USE OTHER THAN TEXTING,19
2019,RAIN,DISREGARDING OTHER TRAFFIC SIGNS,28
2019,RAIN,DISREGARDING ROAD MARKINGS,14
2019,RAIN,DISREGARDING STOP SIGN,141
2019,RAIN,DISREGARDING TRAFFIC SIGNALS,236
2019,RAIN,DISREGARDING YIELD SIGN,5
2019,RAIN,DISTRACTION - FROM INSIDE VEHICLE,68
2019,RAIN,DISTRACTION - FROM OUTSIDE VEHICLE,40
2019,RAIN,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",3
2019,RAIN,DRIVING ON WRONG SIDE/WRONG WAY,47
2019,RAIN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,284
2019,RAIN,EQUIPMENT - VEHICLE CONDITION,65
2019,RAIN,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",18
2019,RAIN,EXCEEDING AUTHORIZED SPEED LIMIT,16
2019,RAIN,EXCEEDING SAFE SPEED FOR CONDITIONS,45
2019,RAIN,FAILING TO REDUCE SPEED TO AVOID CRASH,687
2019,RAIN,FAILING TO YIELD RIGHT-OF-WAY,1387
2019,RAIN,FOLLOWING TOO CLOSELY,1290
2019,RAIN,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),9
2019,RAIN,IMPROPER BACKING,372
2019,RAIN,IMPROPER LANE USAGE,389
2019,RAIN,IMPROPER OVERTAKING/PASSING,446
2019,RAIN,IMPROPER TURNING/NO SIGNAL,379
2019,RAIN,MOTORCYCLE ADVANCING LEGALLY ON RED LIGHT,1
2019,RAIN,NOT APPLICABLE,509
2019,RAIN,OBSTRUCTED CROSSWALKS,2
2019,RAIN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",113
2019,RAIN,PASSING STOPPED SCHOOL BUS,3
2019,RAIN,PHYSICAL CONDITION OF DRIVER,74
2019,RAIN,RELATED TO BUS STOP,3
2019,RAIN,ROAD CONSTRUCTION/MAINTENANCE,25
2019,RAIN,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,43
2019,RAIN,TEXTING,2
2019,RAIN,TURNING RIGHT ON RED,14
2019,RAIN,UNABLE TO DETERMINE,3633
2019,RAIN,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),81
2019,RAIN,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",72
2019,RAIN,WEATHER,603
2019,SEVERE CROSS WIND GATE,EQUIPMENT - VEHICLE CONDITION,1
2019,SEVERE CROSS WIND GATE,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",1
2019,SEVERE CROSS WIND GATE,EXCEEDING SAFE SPEED FOR CONDITIONS,1
2019,SEVERE CROSS WIND GATE,FAILING TO REDUCE SPEED TO AVOID CRASH,3
2019,SEVERE CROSS WIND GATE,FAILING TO YIELD RIGHT-OF-WAY,5
2019,SEVERE CROSS WIND GATE,IMPROPER BACKING,1
2019,SEVERE CROSS WIND GATE,UNABLE TO DETERMINE,9
2019,SEVERE CROSS WIND GATE,WEATHER,9
2019,SLEET/HAIL,DISREGARDING STOP SIGN,7
2019,SLEET/HAIL,DISREGARDING TRAFFIC SIGNALS,8
2019,SLEET/HAIL,DISTRACTION - FROM INSIDE VEHICLE,1
2019,SLEET/HAIL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4
2019,SLEET/HAIL,EQUIPMENT - VEHICLE CONDITION,2
2019,SLEET/HAIL,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",1
2019,SLEET/HAIL,EXCEEDING AUTHORIZED SPEED LIMIT,1
2019,SLEET/HAIL,EXCEEDING SAFE SPEED FOR CONDITIONS,7
2019,SLEET/HAIL,FAILING TO REDUCE SPEED TO AVOID CRASH,8
2019,SLEET/HAIL,FAILING TO YIELD RIGHT-OF-WAY,31
2019,SLEET/HAIL,FOLLOWING TOO CLOSELY,20
2019,SLEET/HAIL,IMPROPER BACKING,7
2019,SLEET/HAIL,IMPROPER LANE USAGE,8
2019,SLEET/HAIL,IMPROPER OVERTAKING/PASSING,8
2019,SLEET/HAIL,IMPROPER TURNING/NO SIGNAL,10
2019,SLEET/HAIL,NOT APPLICABLE,12
2019,SLEET/HAIL,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1
2019,SLEET/HAIL,PHYSICAL CONDITION OF DRIVER,1
2019,SLEET/HAIL,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,1
2019,SLEET/HAIL,UNABLE TO DETERMINE,76
2019,SLEET/HAIL,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1
2019,SLEET/HAIL,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",1
2019,SLEET/HAIL,WEATHER,48
2019,SNOW,ANIMAL,3
2019,SNOW,CELL PHONE USE OTHER THAN TEXTING,2
2019,SNOW,DISREGARDING OTHER TRAFFIC SIGNS,8
2019,SNOW,DISREGARDING ROAD MARKINGS,2
2019,SNOW,DISREGARDING STOP SIGN,40
2019,SNOW,DISREGARDING TRAFFIC SIGNALS,72
2019,SNOW,DISREGARDING YIELD SIGN,4
2019,SNOW,DISTRACTION - FROM INSIDE VEHICLE,12
2019,SNOW,DISTRACTION - FROM OUTSIDE VEHICLE,12
2019,SNOW,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",1
2019,SNOW,DRIVING ON WRONG SIDE/WRONG WAY,17
2019,SNOW,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,120
2019,SNOW,EQUIPMENT - VEHICLE CONDITION,27
2019,SNOW,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",11
2019,SNOW,EXCEEDING AUTHORIZED SPEED LIMIT,15
2019,SNOW,EXCEEDING SAFE SPEED FOR CONDITIONS,103
2019,SNOW,FAILING TO REDUCE SPEED TO AVOID CRASH,222
2019,SNOW,FAILING TO YIELD RIGHT-OF-WAY,410
2019,SNOW,FOLLOWING TOO CLOSELY,428
2019,SNOW,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),7
2019,SNOW,IMPROPER BACKING,171
2019,SNOW,IMPROPER LANE USAGE,96
2019,SNOW,IMPROPER OVERTAKING/PASSING,130
2019,SNOW,IMPROPER TURNING/NO SIGNAL,118
2019,SNOW,NOT APPLICABLE,251
2019,SNOW,OBSTRUCTED CROSSWALKS,1
2019,SNOW,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",51
2019,SNOW,PHYSICAL CONDITION OF DRIVER,27
2019,SNOW,ROAD CONSTRUCTION/MAINTENANCE,10
2019,SNOW,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,20
2019,SNOW,TEXTING,1
2019,SNOW,TURNING RIGHT ON RED,5
2019,SNOW,UNABLE TO DETERMINE,1484
